0.57850266,0.49297187
0.45420086,0.55386943
0.25431624,0.74252534
0.66668713,0.22663371
0.29471591,0.26532370
0.15560137,0.34919983
0.51452279,0.50402683
0.89676303,0.37826326
0.47464901,0.38210759
0.59455144,0.28913620
0.89258677,0.63654977
0.59898001,0.22471282
0.35256705,0.74408728
0.51082128,0.42855838
0.67023879,0.72370869
0.96821076,0.48035669
0.38231084,0.26197988
0.30314904,0.27016518
0.76200545,0.75825900
0.54092932,0.55935514
0.49788761,0.71783596
0.40904155,0.24534972
0.61016345,0.72591835
0.56052411,0.49029699
0.89708012,0.59212637
0.93761522,0.33398673
0.53647631,0.47959682
0.73642129,0.24569376
0.45269191,0.53836560
0.67198014,0.28964472
0.49799708,0.27655357
0.22448313,0.28127167
0.08353726,0.37917727
0.27050778,0.29402265
0.04808996,0.36601844
0.81708717,0.27470174
0.52058440,0.63658154
0.14790078,0.71517622
0.33942020,0.76765609
0.59794348,0.51575261
0.53358841,0.33927900
0.28809834,0.70918185
0.58863473,0.77450055
0.54277432,0.43055493
0.63913471,0.69448709
0.70488608,0.23401013
0.31408986,0.23521826
0.60255671,0.25668862
0.48286629,0.41429844
0.41730466,0.67661774
0.48043820,0.34463635
0.10601772,0.42553353
0.49045515,0.32154742
0.55954087,0.40667728
0.15222590,0.72815436
0.50164670,0.53439134
0.13236745,0.29568779
0.52205890,0.31485772
0.54151738,0.36480868
0.54470122,0.27203771
0.63148803,0.69499695
0.15623508,0.69184661
0.38322073,0.75887614
0.52550822,0.34464097
0.09529895,0.29667640
0.22397849,0.69041818
0.89781195,0.53875875
0.69419205,0.74164540
0.42330274,0.28946859
0.50298160,0.37202075
0.61686033,0.69313842
0.85595721,0.64001220
0.01113728,0.48909703
0.62974989,0.25395054
0.12557416,0.71866482
0.50884813,0.43478855
0.69416261,0.77299029
0.44266549,0.51908362
0.89285088,0.55743229
0.41456550,0.28804317
0.81626701,0.75243855
0.14114566,0.34955946
0.73772150,0.23688978
0.29628420,0.24333964
0.53112048,0.68912441
0.04261258,0.51738870
0.45404488,0.46645060
0.82701629,0.68179387
0.56032676,0.65000105
0.87075281,0.70092952
0.59731460,0.74457735
0.43231639,0.60355443
0.59575850,0.51372343
0.25228918,0.71732396
0.50858212,0.62556475
0.02368159,0.43864354
0.72632933,0.76852429
0.55294853,0.63796169
0.10092679,0.37723571
0.47520182,0.28195918
0.56519616,0.55953318
0.46732098,0.59230465
0.95269668,0.33831424
0.68035448,0.73347503
0.48224378,0.35783893
0.08077998,0.46882373
0.59598833,0.53601044
0.96060055,0.60368139
0.47491881,0.63892400
0.25571957,0.72356313
0.80441731,0.26821914
0.55835104,0.43901554
0.79806578,0.71803522
0.41351232,0.26249570
0.07425788,0.68860608
0.77543968,0.27356657
0.69300526,0.79288948
0.50403994,0.48943806
0.49849474,0.42955509
0.35208061,0.25036874
0.11534030,0.64678073
0.53953886,0.34280980
0.57437319,0.56189215
0.10058085,0.59207028
0.25640547,0.21611972
0.69846791,0.28533718
0.60826552,0.68994564
0.16053140,0.73872036
0.12611420,0.30282733
0.04717907,0.61124551
0.68567944,0.21815838
0.82042629,0.66223514
0.94804531,0.37575915
0.10509081,0.32378808
0.17050783,0.70160705
0.81987095,0.75009710
0.86213958,0.37192950
0.73088390,0.21150714
0.04462747,0.62259907
0.49571186,0.58128041
0.63203478,0.76973277
0.08352730,0.33629555
0.48595122,0.51014948
0.05854733,0.37268910
0.15453058,0.33070144
0.01639305,0.51815122
0.49418789,0.42981580
0.49364179,0.59819931
0.08547407,0.45204121
0.28874844,0.72330040
0.54057825,0.54307884
0.57826161,0.66409177
0.47430351,0.33893156
0.98432887,0.46922669
0.46157587,0.33717740
0.04277327,0.63417709
0.05661614,0.32465321
0.62844706,0.70350176
0.41381830,0.55156857
0.72262579,0.28589299
0.17421566,0.25642616
0.43375418,0.44793022
0.52171898,0.64371818
0.18095623,0.23081955
0.75592625,0.77879530
0.09165283,0.41214418
0.61593831,0.73641783
0.50109684,0.68887430
0.36258802,0.74626106
0.26165953,0.23944804
0.43355903,0.26176763
0.93719453,0.59805286
0.55869055,0.57477146
0.98977476,0.49371597
0.52463847,0.72140348
0.47109970,0.47782543
0.88379502,0.66921186
0.42529696,0.61146027
0.57965112,0.30486187
0.49657282,0.69585729
0.44297463,0.75890380
0.28020203,0.71171492
0.26559892,0.77632928
0.20626487,0.23099178
0.66846186,0.70568955
0.21523781,0.25072619
0.48771393,0.55782551
0.11074672,0.33345595
0.06374390,0.44363481
0.48225752,0.37132332
0.25908834,0.71075159
0.47796911,0.43966934
0.51912206,0.62973595
0.84892613,0.68715483
0.48532066,0.29473037
0.55364966,0.48797724
0.89435023,0.61573756
0.57284117,0.72664893
0.10818451,0.60041171
0.40611088,0.46469542
0.54538918,0.57254004
0.91616303,0.36040357
0.55033511,0.46687764
0.41271117,0.25310606
0.53136331,0.63449109
0.48769394,0.36954570
0.30007207,0.24048223
0.40886176,0.31164017
0.09608047,0.63563710
0.94776130,0.49353501
0.93665266,0.44159386
0.05399341,0.64723492
0.47957560,0.71550983
0.88327479,0.28741130
0.46678504,0.25666621
0.42894387,0.53135455
0.88380122,0.37816307
0.51263994,0.44909722
0.89482021,0.71016490
0.86383945,0.71173936
0.90277553,0.71287209
0.70503938,0.20040199
0.04956406,0.54159957
0.38565877,0.29005530
0.54093301,0.29803619
0.11887743,0.72795171
0.08458985,0.55037063
0.80108047,0.32661468
0.42066959,0.54973489
0.41866213,0.22896653
0.72136885,0.28853163
0.50898349,0.46936440
0.12010828,0.62551111
0.71572328,0.28153101
0.47086033,0.62375510
0.56255937,0.75069606
0.79665786,0.27349344
0.02742772,0.57077867
0.88149291,0.71631223
0.44205141,0.75978434
0.90083694,0.34020093
0.17603303,0.72817332
0.57777160,0.60029042
0.32760772,0.79717791
0.76798898,0.75976801
0.45547915,0.62160558
0.47577879,0.47603470
0.51983649,0.70750391
0.92943871,0.40608743
0.47193915,0.57166034
